ano (uid);ano (nome);local (uid);local (nome);abrangencia (uid);abrangencia (nome);pais (uid);pais (nome);categoria (uid);categoria (nome);estatistica (uid);estatistica (nome);lococor (uid);lococor (nome);atestante (uid);atestante (nome);grupoetario (uid);grupoetario (nome);racacor (uid);racacor (nome);sexo (uid);sexo (nome);indicador (uid);indicador (nome);Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Ano
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;204228;(J00-J99) Doenças do aparelho respiratório;9.856;9.293;10.486;11.441;12.979;13.075;14.071;13.372;11.931;11.089;9.900;10.339;137.832
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;204516;(K00-K93) Doenças do aparelho digestivo;5.199;4.666;5.184;5.253;5.342;5.470;5.692;5.342;4.992;4.896;4.836;5.062;61.934
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;205013;(L00-L99) Doenças da pele e do tecido subcutâneo;306;287;341;275;343;334;362;343;353;338;300;337;3.919
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;205417;(M00-M99) Doenças do sistema osteomuscular e do tecido conjuntivo;446;356;389;396;387;426;468;461;433;409;424;406;5.001
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;206060;(N00-N99) Doenças do aparelho geniturinário;2.433;2.175;2.490;2.402;2.541;2.585;2.701;2.729;2.392;2.423;2.295;2.543;29.709
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;206573;(O00-O99) Gravidez, parto e puerpério;172;138;170;155;194;160;141;128;132;129;135;133;1.787
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;207073;(P00-P96) Algumas afecções originadas no período perinatal;1.995;1.814;2.029;1.973;2.036;1.929;1.832;1.885;1.768;1.766;1.828;1.890;22.745
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;207471;(Q00-Q99) Malformações congênitas, deformidades e anomalias cromossômicas;868;820;899;999;1.002;923;921;943;837;892;773;875;10.752
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;208188;(R00-R99) Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;5.764;5.284;5.794;5.836;6.390;6.319;6.711;6.351;5.835;5.800;5.597;6.123;71.804
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;208589;(S00-T98) Lesões, envenenamento e algumas outras conseqüências de causas externas;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;210071;(V01-Y98) Causas externas de morbidade e de mortalidade;12.994;11.706;12.986;11.853;12.499;12.202;12.132;12.604;12.546;12.767;12.965;14.429;151.683
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;213795;(Z00-Z99) Fatores que influenciam o estado de saúde e o contato com os serviços de saúde;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;2013;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;214514;(U04-U99) Códigos para propósitos especiais;0;0;0;0;0;0;0;0;0;0;0;0;0
